Folder 0
0.0: 0.048800915479660034: 7.955182164134618
0.0: 0.1350090205669403: 14.159000664128563
0.0: 0.06446182727813721: 19.793300729267266
0.0: 0.03972284123301506: 15.11921661064456
0.0: 0.02880302257835865: 6.511301261944149
0.0: 0.0009374543442390859: 20.027246836760327
0.0: 0.05351969599723816: 12.104751080390296
0.0: 0.11131088435649872: 26.533302219601197
0.0: 0.32349759340286255: 21.5897243234657
0.0: 0.008997087366878986: 53.220209265156925
0.0: 0.14402665197849274: 12.2993652788049
0.0: 0.0013402061304077506: 24.498452012607387
0.0: 0.16410748660564423: 47.8552089407734
0.0: 0.059348057955503464: 32.058741937796505
0.0: 0.32618290185928345: 1.3272317582240591
0.0: 0.045156750828027725: 15.536935471526531
0.0: 0.044042062014341354: 50.342322580537214
0.0: 0.5697004795074463: 36.58033436053779
0.0: 0.011947243474423885: 16.010225777633902
0.0: 0.15927474200725555: 3.866458719097545
0.0: 0.41970834136009216: 19.28581434683283
0.0: 0.053035520017147064: 26.470280077573914
0.0: 0.29595667123794556: 25.38447647715516
0.0: 0.4081105887889862: 16.362961220207296
0.0: 0.1710730940103531: 22.041332995807398
0.0: 0.229397714138031: 17.298840865965072
0.0: 0.5863044857978821: 16.042199415028204
0.0: 0.021328264847397804: 18.417827011329905
0.0: 0.0027477252297103405: 7.603139101099858
0.0: 0.16222234070301056: 26.212949439561854
0.0: 0.009721500799059868: 23.79264136297307
0.0: 0.16149061918258667: 25.841020971718674
0.0: 0.7617856860160828: 20.098222016400236
0.0: 0.08478539437055588: 15.471730618668305
0.0: 0.281447172164917: 41.41925750690756
0.0: 0.018355606123805046: 43.47741357392775
0.0: 0.06588611751794815: 11.142217126702874
0.0: 0.024609068408608437: 16.302055004963464
0.0: 0.07032409310340881: 11.502234414114973
0.0: 0.012623735703527927: 17.506320451076373
0.0: 0.06043832749128342: 20.07277950507249
0.0: 0.44400858879089355: 6.828012872521224
0.0: 0.0803890973329544: 16.72169394312582
0.0: 0.1893325299024582: 37.65352617585504
0.0: 0.2755882441997528: 9.844126741522537
0.0: 0.12831181287765503: 30.334303112435713
0.0: 0.15218470990657806: 16.379997050343185
0.0: 0.05471252277493477: 20.483834354013787
0.0: 0.039110299199819565: 11.751845457055824
0.0: 0.022606493905186653: 13.89344472033456
0.0: 0.12486178427934647: 15.328403438926205
0.0: 0.07762496173381805: 11.218403953765844
0.0: 0.5671033263206482: 21.58230044736217
0.0: 0.09936429560184479: 25.614519599405106
0.0: 0.008247521705925465: 21.34183603381992
0.0: 0.1855423003435135: 25.382464120552807
0.0: 0.08474468439817429: 18.81856092156808
0.0: 0.1552940011024475: 18.198374237013592
0.0: 0.12499077618122101: 47.10915624953617
0.0: 0.05630817264318466: 13.673782257218804
0.0: 0.05271730571985245: 32.756421385533706
0.0: 0.1593690812587738: 54.92901352034096
0.0: 0.3741261065006256: 31.747906552244743
0.0: 0.12426251918077469: 11.210654055871569
0.0: 0.05338509753346443: 30.01533807547079
0.0: 0.044454414397478104: 37.26489612346285
0.0: 0.13599835336208344: 13.660996893581427
1.0: 0.996440589427948: 32.86860984074673
1.0: 0.011122370138764381: 12.44677734430766
1.0: 0.03813885524868965: 11.174027890895626
1.0: 0.0875309556722641: 11.078432280071436
1.0: 0.5493954420089722: 21.788526712119086
1.0: 0.4060922861099243: 20.539012548014124
1.0: 0.32477301359176636: 23.12841486705977
1.0: 0.2765430212020874: 17.213265877296756
1.0: 0.9244599938392639: 19.83397579482069
1.0: 0.0655183419585228: 23.84448867936247
1.0: 0.9998377561569214: 60.036730623172
1.0: 0.9435184001922607: 19.185499633958536
1.0: 0.6856681108474731: 20.916125243933898
1.0: 0.8777412176132202: 35.926433980566394
1.0: 0.7706711888313293: 24.705997852195946
1.0: 0.13652612268924713: 14.088313340426495
1.0: 0.577075183391571: 20.099633826746704
1.0: 0.45751655101776123: 13.729177727449116
1.0: 0.9127475023269653: 24.801736212761327
1.0: 0.2215946614742279: 9.915268012888337
1.0: 0.39672061800956726: 1.3415993900830965
1.0: 0.30012696981430054: 9.084040975846143
1.0: 0.0389862060546875: 35.4256498294941
1.0: 0.3079555928707123: 18.990589212221018
1.0: 0.364321231842041: 15.10447829906002
1.0: 0.8275414109230042: 21.73306141075265
1.0: 0.02975074015557766: 40.093808219565155
1.0: 0.052047524601221085: 26.443568346464392
1.0: 0.9332572221755981: 41.01062639528464
1.0: 0.49078160524368286: 5.299054925019568
1.0: 0.890801191329956: 9.1497766124559
1.0: 0.5697369575500488: 20.910908587804183
1.0: 0.5925794243812561: 22.647972103204754
1.0: 0.050840988755226135: 7.955182164134618
1.0: 0.6355015635490417: 14.159000664128563
1.0: 0.5799961090087891: 19.793300729267266
1.0: 0.06928272545337677: 15.11921661064456
1.0: 0.024613551795482635: 6.511301261944149
1.0: 0.005196745973080397: 20.027246836760327
1.0: 0.12423849105834961: 12.104751080390296
1.0: 0.03812947869300842: 26.533302219601197
1.0: 0.9928134083747864: 21.5897243234657
1.0: 0.9994120597839355: 53.220209265156925
1.0: 0.015759816393256187: 12.2993652788049
1.0: 0.6015944480895996: 24.498452012607387
1.0: 0.07722420990467072: 47.8552089407734
1.0: 0.9980506896972656: 32.058741937796505
1.0: 0.2707074284553528: 1.3272317582240591
1.0: 0.541846752166748: 15.536935471526531
1.0: 0.07348468899726868: 50.342322580537214
1.0: 0.013038069941103458: 36.58033436053779
1.0: 0.8342971205711365: 16.010225777633902
1.0: 0.09009713679552078: 3.866458719097545
1.0: 0.028282959014177322: 19.28581434683283
1.0: 0.08298777788877487: 26.470280077573914
1.0: 0.25840961933135986: 25.38447647715516
1.0: 0.27141594886779785: 16.362961220207296
1.0: 0.9591346383094788: 22.041332995807398
1.0: 0.037786368280649185: 17.298840865965072
1.0: 0.07519528269767761: 16.042199415028204
1.0: 0.08732727915048599: 18.417827011329905
1.0: 0.10731677711009979: 7.603139101099858
1.0: 0.10314654558897018: 26.212949439561854
1.0: 0.3844606280326843: 23.79264136297307
1.0: 0.09292842447757721: 25.841020971718674
1.0: 0.0135714216157794: 20.098222016400236
1.0: 0.030185043811798096: 15.471730618668305
1.0: 0.5827065110206604: 41.41925750690756
1.0: 0.004990478977560997: 43.47741357392775
1.0: 0.12876327335834503: 11.142217126702874
1.0: 0.04964121803641319: 16.302055004963464
1.0: 0.0535622239112854: 11.502234414114973
1.0: 0.08844484388828278: 17.506320451076373
1.0: 0.13240958750247955: 20.07277950507249
1.0: 0.20506614446640015: 6.828012872521224
1.0: 0.012685764580965042: 16.72169394312582
1.0: 0.9997420907020569: 37.65352617585504
1.0: 0.7342534065246582: 9.844126741522537
1.0: 0.664649486541748: 30.334303112435713
1.0: 0.5868040323257446: 16.379997050343185
1.0: 0.6940289735794067: 20.483834354013787
1.0: 0.180856391787529: 11.751845457055824
1.0: 0.020464429631829262: 13.89344472033456
1.0: 0.08742199093103409: 15.328403438926205
1.0: 0.29384154081344604: 11.218403953765844
1.0: 0.052557267248630524: 21.58230044736217
1.0: 0.06348951905965805: 25.614519599405106
1.0: 0.27544352412223816: 21.34183603381992
1.0: 0.799799919128418: 25.382464120552807
1.0: 0.2659635543823242: 18.81856092156808
1.0: 0.0019300119020044804: 18.198374237013592
1.0: 0.9987353682518005: 47.10915624953617
1.0: 0.3839428722858429: 13.673782257218804
1.0: 0.379385769367218: 32.756421385533706
1.0: 0.9999457597732544: 54.92901352034096
1.0: 0.9996259212493896: 31.747906552244743
1.0: 0.7191768884658813: 11.210654055871569
1.0: 0.07565703243017197: 30.01533807547079
1.0: 0.9977284073829651: 37.26489612346285
1.0: 0.11952109634876251: 13.660996893581427
0.0: 0.07842148840427399: 13.637586531234785
0.0: 0.09918390959501266: 18.41910630751054
0.0: 0.2884103059768677: 21.230711254829487
0.0: 0.3031283915042877: 10.233889139450666
0.0: 0.023499127477407455: 12.138191001641214
0.0: 0.18498805165290833: 19.80407535373715
0.0: 0.03593865782022476: 14.101822194637547
0.0: 0.05436066538095474: 16.288644745210195
0.0: 0.023723958060145378: 5.867690462453527
0.0: 0.13687878847122192: 13.572894748020127
0.0: 0.13450075685977936: 42.93520794753474
0.0: 0.3544664680957794: 19.53479206702212
0.0: 0.06228235363960266: 15.564372883039894
0.0: 0.7103065848350525: 12.615454494349427
0.0: 0.17891061305999756: 24.028314132867013
0.0: 0.8746431469917297: 75.15003115285296
0.0: 0.4932856857776642: 14.405000881078674
0.0: 0.06697805225849152: 15.89238108390064
0.0: 0.5128323435783386: 22.84142829061558
0.0: 0.2927209436893463: 27.78088766743853
0.0: 0.12685230374336243: 15.247366289492787
0.0: 0.5827687978744507: 15.400915858273027
0.0: 0.12993663549423218: 15.004875969767705
0.0: 0.03010018914937973: 32.941344848656165
0.0: 0.04454244673252106: 17.328411300353686
0.0: 0.03910355269908905: 12.783834831829667
0.0: 0.14216464757919312: 19.71319316324324
0.0: 0.061156079173088074: 16.954853177815654
0.0: 0.8187029361724854: 29.185841957159568
0.0: 0.19725586473941803: 19.09613189885941
0.0: 0.12791281938552856: 6.483469584428202
0.0: 0.0992666631937027: 12.350918683783568
0.0: 0.2457466423511505: 7.791322404255697
0.0: 0.5056697726249695: 10.306552955075038
0.0: 0.43019577860832214: 1.714974473985191
0.0: 0.01825517974793911: 15.38498975942497
0.0: 0.039947260171175: 15.426014046612767
0.0: 0.4981052279472351: 10.650242451502598
0.0: 0.30253541469573975: 9.57498756783476
0.0: 0.0694613978266716: 34.728171749746124
0.0: 0.11480376124382019: 31.308585851693806
0.0: 0.2796560823917389: 10.819197177491631
0.0: 0.043045759201049805: 22.552960951340065
0.0: 0.07971802353858948: 30.61289095708198
0.0: 0.3473941385746002: 25.11253329076459
0.0: 0.37482067942619324: 18.21508910343341
0.0: 0.2841220200061798: 27.70694706073371
0.0: 0.5993863940238953: 16.295820212250266
0.0: 0.12147121876478195: 22.72417857280571
0.0: 0.09948835521936417: 37.17438335634277
0.0: 0.021837299689650536: 17.356869803720297
0.0: 0.01572713442146778: 11.301070230893373
0.0: 0.07664760202169418: 48.078043829591046
0.0: 0.11484812200069427: 14.511610493859491
0.0: 0.22030000388622284: 15.091802266085464
0.0: 0.0775456577539444: 61.59880349677962
0.0: 0.25638484954833984: 9.705095863456382
0.0: 0.03687635809183121: 13.982836305833555
0.0: 0.09278985857963562: 24.810092712930675
0.0: 0.29323968291282654: 7.162432473548112
0.0: 0.09207125753164291: 10.348450988467393
0.0: 0.06416121870279312: 26.307574202443
0.0: 0.7634462118148804: 16.115118177408963
0.0: 0.7706441283226013: 10.497524297931268
0.0: 0.05122864618897438: 9.488526276485471
0.0: 0.44071221351623535: 39.90747726278379
0.0: 0.3916592597961426: 12.267948776447787
0.0: 0.11542847007513046: 5.914668866516893
0.0: 0.012703190557658672: 16.534177741810673
0.0: 0.0008582881418988109: 54.905967060026796
0.0: 0.013795384205877781: 26.640125733288627
0.0: 0.009506340138614178: 8.71590032397891
0.0: 0.18707209825515747: 24.98517602221415
0.0: 0.35497453808784485: 33.60535428782326
0.0: 0.011311434209346771: 9.599241758236108
0.0: 0.2554953098297119: 18.683697836577572
0.0: 0.02124897763133049: 17.891318850327547
0.0: 0.0531264990568161: 19.27699683551744
0.0: 0.13066476583480835: 12.027091168854875
0.0: 0.02544289268553257: 41.413401953539
0.0: 0.41868194937705994: 43.12529201069379
0.0: 0.03764660656452179: 29.0985141467002
0.0: 0.1337108314037323: 19.044070494972544
0.0: 0.0355357751250267: 17.343159328752925
0.0: 0.20097291469573975: 20.400896170894033
0.0: 0.11347974836826324: 18.661176296370908
0.0: 0.07800978422164917: 38.16478346963724
0.0: 0.0495234951376915: 54.60580690113057
0.0: 0.17838475108146667: 14.360457940029447
0.0: 0.004304396454244852: 17.506011115847908
0.0: 0.02991853654384613: 21.04724950601925
0.0: 0.004328077659010887: 27.793645001738124
0.0: 0.4481731355190277: 19.828622794909933
0.0: 0.17945389449596405: 10.845283049600873
0.0: 0.035208165645599365: 12.920509605551915
0.0: 0.02017827145755291: 12.726891787431414
0.0: 0.06395518034696579: 19.688047491868872
0.0: 0.2664227783679962: 26.699476358574096
0.0: 0.2193918079137802: 15.439843788102806
0.0: 0.005204132292419672: 17.984305977566592
1.0: 0.048083238303661346: 13.637586531234785
1.0: 0.9352001547813416: 18.41910630751054
1.0: 0.19618219137191772: 21.230711254829487
1.0: 0.044030752032995224: 10.233889139450666
1.0: 0.04425612837076187: 12.138191001641214
1.0: 0.01536285225301981: 19.80407535373715
1.0: 0.8055967688560486: 14.101822194637547
1.0: 0.3255835473537445: 16.288644745210195
1.0: 0.06042709946632385: 5.867690462453527
1.0: 0.10611814260482788: 13.572894748020127
1.0: 0.9994120597839355: 42.93520794753474
1.0: 0.09636400640010834: 19.53479206702212
1.0: 0.012875014916062355: 15.564372883039894
1.0: 0.8525288701057434: 12.615454494349427
1.0: 0.9676964282989502: 24.028314132867013
1.0: 0.9999974966049194: 75.15003115285296
1.0: 0.06487271189689636: 14.405000881078674
1.0: 0.05974682420492172: 15.89238108390064
1.0: 0.40431904792785645: 22.84142829061558
1.0: 0.22585232555866241: 27.78088766743853
1.0: 0.19328078627586365: 15.247366289492787
1.0: 0.030696488916873932: 15.400915858273027
1.0: 0.41520971059799194: 15.004875969767705
1.0: 0.06731034070253372: 32.941344848656165
1.0: 0.1372673511505127: 17.328411300353686
1.0: 0.06762254983186722: 12.783834831829667
1.0: 0.15885582566261292: 19.71319316324324
1.0: 0.03572008013725281: 16.954853177815654
1.0: 0.11882288008928299: 29.185841957159568
1.0: 0.2608860433101654: 19.09613189885941
1.0: 0.38205426931381226: 6.483469584428202
1.0: 0.17626263201236725: 12.350918683783568
1.0: 0.7397661805152893: 7.791322404255697
1.0: 0.3566683828830719: 10.306552955075038
1.0: 0.01935810223221779: 1.714974473985191
1.0: 0.018289940431714058: 15.38498975942497
1.0: 0.3017136752605438: 15.426014046612767
1.0: 0.2768184542655945: 10.650242451502598
1.0: 0.2568032741546631: 9.57498756783476
1.0: 0.9990330934524536: 34.728171749746124
1.0: 0.9955109357833862: 31.308585851693806
1.0: 0.061910636723041534: 10.819197177491631
1.0: 0.049096859991550446: 22.552960951340065
1.0: 0.22997888922691345: 30.61289095708198
1.0: 0.04999135062098503: 25.11253329076459
1.0: 0.9233449101448059: 18.21508910343341
1.0: 0.9974318146705627: 27.70694706073371
1.0: 0.22467081248760223: 16.295820212250266
1.0: 0.49090856313705444: 22.72417857280571
1.0: 0.04097101464867592: 37.17438335634277
1.0: 0.004737142473459244: 17.356869803720297
1.0: 0.6317979097366333: 11.301070230893373
1.0: 0.999854326248169: 48.078043829591046
1.0: 0.1576550304889679: 14.511610493859491
1.0: 0.11982687562704086: 15.091802266085464
1.0: 0.9998239874839783: 61.59880349677962
1.0: 0.03477649763226509: 9.705095863456382
1.0: 0.0724177286028862: 13.982836305833555
1.0: 0.9984851479530334: 24.810092712930675
1.0: 0.06639000028371811: 7.162432473548112
1.0: 0.09602078795433044: 10.348450988467393
1.0: 0.000336044147843495: 26.307574202443
1.0: 0.1512196958065033: 16.115118177408963
1.0: 0.853286623954773: 10.497524297931268
1.0: 0.16167688369750977: 9.488526276485471
1.0: 0.9952191710472107: 39.90747726278379
1.0: 0.7823711037635803: 12.267948776447787
1.0: 0.20267245173454285: 5.914668866516893
1.0: 0.030843205749988556: 16.534177741810673
1.0: 0.9998902082443237: 54.905967060026796
1.0: 0.07943626493215561: 26.640125733288627
1.0: 0.7551940679550171: 8.71590032397891
1.0: 0.015025217086076736: 24.98517602221415
1.0: 0.09730810672044754: 33.60535428782326
1.0: 0.25346553325653076: 9.599241758236108
1.0: 0.004348216112703085: 18.683697836577572
1.0: 0.04114465415477753: 17.891318850327547
1.0: 0.38403379917144775: 19.27699683551744
1.0: 0.06012405455112457: 12.027091168854875
1.0: 0.9997647404670715: 41.413401953539
1.0: 0.0205439031124115: 43.12529201069379
1.0: 0.15560664236545563: 29.0985141467002
1.0: 0.10666581243276596: 19.044070494972544
1.0: 0.006473241373896599: 17.343159328752925
1.0: 0.21139268577098846: 20.400896170894033
1.0: 0.7146421074867249: 18.661176296370908
1.0: 0.039994433522224426: 38.16478346963724
1.0: 0.999670147895813: 54.60580690113057
1.0: 0.32193368673324585: 14.360457940029447
1.0: 0.3942989408969879: 17.506011115847908
1.0: 0.0415741391479969: 21.04724950601925
1.0: 0.08428394794464111: 27.793645001738124
1.0: 0.026288814842700958: 19.828622794909933
1.0: 0.14640815556049347: 10.845283049600873
1.0: 0.14643119275569916: 12.920509605551915
1.0: 0.3728127181529999: 12.726891787431414
1.0: 0.9308041334152222: 19.688047491868872
1.0: 0.4452921748161316: 26.699476358574096
1.0: 0.0275406651198864: 15.439843788102806
1.0: 0.0769791528582573: 17.984305977566592
0.0: 0.26015615463256836: 28.242707726369172
0.0: 0.351985365152359: 11.961641328068266
0.0: 0.894507646560669: 37.97073221096576
0.0: 0.10146088898181915: 21.932859234698828
0.0: 0.04384942352771759: 42.08219278406912
0.0: 0.05517129227519035: 21.40862588440478
0.0: 0.20700427889823914: 11.920942949334094
0.0: 0.011443831957876682: 14.641707483022225
0.0: 0.24479392170906067: 14.343756517066009
0.0: 0.12102074176073074: 17.63259695614123
0.0: 0.5938948392868042: 23.325588909180603
0.0: 0.17437858879566193: 73.99168622701463
0.0: 0.2752744257450104: 21.054797948948988
0.0: 0.051820192486047745: 12.462076431291974
0.0: 0.206327423453331: 19.712541206087717
0.0: 0.010799583978950977: 12.360970832222755
0.0: 0.11719346791505814: 29.524574220473
0.0: 0.060637615621089935: 6.717596511456716
0.0: 0.04979173094034195: 13.11331620955827
0.0: 0.3122045695781708: 10.784005321410007
0.0: 0.009161447174847126: 27.89425520683468
0.0: 0.008298667147755623: 11.738482021133692
0.0: 0.22410589456558228: 21.70308140242811
0.0: 0.42085179686546326: 16.24445916922862
0.0: 0.1428215503692627: 9.340596319744757
0.0: 0.11620670557022095: 24.897535590530104
0.0: 0.023290744051337242: 31.305199301119536
0.0: 0.2568749189376831: 37.46780161854727
0.0: 0.11531983315944672: 9.637696677710524
0.0: 0.20057004690170288: 13.239176098928835
0.0: 0.11998384445905685: 4.69867044223869
0.0: 0.5767408609390259: 36.205915296273496
0.0: 0.133159339427948: 32.143667554661306
0.0: 0.0172507856041193: 47.696854803426504
0.0: 0.025611264631152153: 14.550471659428133
0.0: 0.07460486143827438: 26.797488091585606
0.0: 0.33702316880226135: 0.9517736704702792
0.0: 0.24450555443763733: 8.080974326153061
0.0: 0.7383437156677246: 37.86118891748981
0.0: 0.10322831571102142: 28.56762386931209
0.0: 0.031807295978069305: 11.074174008748779
0.0: 0.05460191145539284: 17.523291102931427
0.0: 0.37860020995140076: 9.960749789074619
0.0: 0.029963303357362747: 16.657226399010742
0.0: 0.05122639238834381: 21.832955244572506
0.0: 0.25731638073921204: 10.653843768213148
0.0: 0.08786558359861374: 11.805583221145506
0.0: 0.21995387971401215: 19.425347211863965
0.0: 0.19066616892814636: 17.790734010714623
0.0: 0.1442066729068756: 22.392743831686825
0.0: 0.565150260925293: 27.548718821971907
0.0: 0.08693592250347137: 12.840521665768332
0.0: 0.37605905532836914: 12.622254508866215
0.0: 0.049564093351364136: 16.443844889678637
0.0: 0.18711265921592712: 29.14903032805769
0.0: 0.8628186583518982: 9.381715414546614
0.0: 0.8987696170806885: 7.881586084896457
0.0: 0.13350944221019745: 38.61525961051022
0.0: 0.048284124583005905: 21.776910318147923
0.0: 0.12986193597316742: 10.18559423861236
0.0: 0.5694133639335632: 4.236947445849405
0.0: 0.3364044427871704: 16.132272878105535
0.0: 0.06095238775014877: 25.39907587616925
0.0: 0.020219799131155014: 26.309122262875576
0.0: 0.01836634986102581: 15.608174517713024
0.0: 0.12060144543647766: 17.07390480451298
0.0: 0.11685366928577423: 7.253806681769979
0.0: 0.0015169105026870966: 3.5014362548470497
0.0: 0.15874473750591278: 14.189308255911154
0.0: 0.06678952276706696: 11.922886533147974
0.0: 0.18399499356746674: 25.453819429379053
0.0: 0.11563605815172195: 10.703969388668149
0.0: 0.2267848402261734: 14.99770969054434
0.0: 0.0414433516561985: 4.299699993013698
0.0: 0.4026668965816498: 13.644054952079225
0.0: 0.05291185900568962: 24.82625123288333
0.0: 0.44647860527038574: 31.858813179537943
0.0: 0.36489343643188477: 34.67017266798177
0.0: 0.2471410483121872: 18.11298403794053
0.0: 0.1621122807264328: 39.15927459154771
0.0: 0.0731436088681221: 15.010760375652756
0.0: 0.12474670261144638: 25.18068504564732
0.0: 0.07710017263889313: 8.012944258240235
0.0: 0.42391252517700195: 34.03942750568405
0.0: 0.05491004139184952: 21.746285923515888
0.0: 0.156205952167511: 12.538868177475965
0.0: 0.07061180472373962: 15.63517798431278
0.0: 0.9982170462608337: 11.602252941938493
0.0: 0.10258268564939499: 25.733925152578355
0.0: 0.8911389112472534: 12.011244814412194
0.0: 0.04696190729737282: 8.550455823616085
0.0: 0.11291768401861191: 28.35169454635653
0.0: 0.05938831344246864: 29.804680205755734
0.0: 0.4373580515384674: 15.348664923914274
0.0: 0.10115116089582443: 11.232646561190116
0.0: 0.04324706643819809: 30.74689739267739
0.0: 0.5731027722358704: 27.918660039773368
0.0: 0.03478587791323662: 17.305214498618277
0.0: 0.024991460144519806: 20.378355812989575
0.0: 0.6662701964378357: 19.242357253378774
1.0: 0.053927943110466: 28.242707726369172
1.0: 0.3139801025390625: 11.961641328068266
1.0: 0.976125180721283: 37.97073221096576
1.0: 0.0282125324010849: 21.932859234698828
1.0: 0.9992648959159851: 42.08219278406912
1.0: 0.0072175911627709866: 21.40862588440478
1.0: 0.12369225919246674: 11.920942949334094
1.0: 0.382030725479126: 14.641707483022225
1.0: 0.12748511135578156: 14.343756517066009
1.0: 0.024376949295401573: 17.63259695614123
1.0: 0.18280617892742157: 23.325588909180603
1.0: 0.9999812841415405: 73.99168622701463
1.0: 0.01520769763737917: 21.054797948948988
1.0: 0.060533635318279266: 12.462076431291974
1.0: 0.9425681829452515: 19.712541206087717
1.0: 0.03353270888328552: 12.360970832222755
1.0: 0.3290771245956421: 29.524574220473
1.0: 0.0035812687128782272: 6.717596511456716
1.0: 0.2767474353313446: 13.11331620955827
1.0: 0.056208446621894836: 10.784005321410007
1.0: 0.002616578247398138: 27.89425520683468
1.0: 0.15853066742420197: 11.738482021133692
1.0: 0.02827281691133976: 21.70308140242811
1.0: 0.7643349766731262: 16.24445916922862
1.0: 0.3528224527835846: 9.340596319744757
1.0: 0.030549142509698868: 24.897535590530104
1.0: 0.22016285359859467: 31.305199301119536
1.0: 0.9929184317588806: 37.46780161854727
1.0: 0.550540030002594: 9.637696677710524
1.0: 0.04267087206244469: 13.239176098928835
1.0: 0.23538681864738464: 4.69867044223869
1.0: 0.9996706247329712: 36.205915296273496
1.0: 0.9797826409339905: 32.143667554661306
1.0: 0.999906063079834: 47.696854803426504
1.0: 0.08675182610750198: 14.550471659428133
1.0: 0.14861397445201874: 26.797488091585606
1.0: 0.5349295139312744: 0.9517736704702792
1.0: 0.3105196952819824: 8.080974326153061
1.0: 0.04757107049226761: 37.86118891748981
1.0: 0.5505359768867493: 28.56762386931209
1.0: 0.17102381587028503: 11.074174008748779
1.0: 0.08454429358243942: 17.523291102931427
1.0: 0.06988153606653214: 9.960749789074619
1.0: 0.6416622400283813: 16.657226399010742
1.0: 0.9299944043159485: 21.832955244572506
1.0: 0.3262757360935211: 10.653843768213148
1.0: 0.06658204644918442: 11.805583221145506
1.0: 0.06516913324594498: 19.425347211863965
1.0: 0.9182834029197693: 17.790734010714623
1.0: 0.026191314682364464: 22.392743831686825
1.0: 0.8168991804122925: 27.548718821971907
1.0: 0.371218204498291: 12.840521665768332
1.0: 0.38180142641067505: 12.622254508866215
1.0: 0.1028592437505722: 16.443844889678637
1.0: 0.8836660385131836: 29.14903032805769
1.0: 0.06582348048686981: 9.381715414546614
1.0: 0.10347079485654831: 7.881586084896457
1.0: 0.9995704293251038: 38.61525961051022
1.0: 0.35147756338119507: 21.776910318147923
1.0: 0.23150065541267395: 10.18559423861236
1.0: 0.9401751160621643: 4.236947445849405
1.0: 0.07866214215755463: 16.132272878105535
1.0: 0.6733552813529968: 25.39907587616925
1.0: 0.1744593381881714: 26.309122262875576
1.0: 0.01401683408766985: 15.608174517713024
1.0: 0.15810611844062805: 17.07390480451298
1.0: 0.07121570408344269: 7.253806681769979
1.0: 0.14921797811985016: 3.5014362548470497
1.0: 0.0397864431142807: 14.189308255911154
1.0: 0.016061466187238693: 11.922886533147974
1.0: 0.3579670190811157: 25.453819429379053
1.0: 0.08189582079648972: 10.703969388668149
1.0: 0.16431406140327454: 14.99770969054434
1.0: 0.4570468068122864: 4.299699993013698
1.0: 0.16999945044517517: 13.644054952079225
1.0: 0.19142943620681763: 24.82625123288333
1.0: 0.7518197894096375: 31.858813179537943
1.0: 0.02220483124256134: 34.67017266798177
1.0: 0.28184589743614197: 18.11298403794053
1.0: 0.5952557325363159: 39.15927459154771
1.0: 0.025951175019145012: 15.010760375652756
1.0: 0.006514708511531353: 25.18068504564732
1.0: 0.601911723613739: 8.012944258240235
1.0: 0.09898453205823898: 34.03942750568405
1.0: 0.05852557346224785: 21.746285923515888
1.0: 0.20291335880756378: 12.538868177475965
1.0: 0.033713530749082565: 15.63517798431278
1.0: 0.2033059000968933: 11.602252941938493
1.0: 0.9379209876060486: 25.733925152578355
1.0: 0.956350564956665: 12.011244814412194
1.0: 0.04201212525367737: 8.550455823616085
1.0: 0.6540442705154419: 28.35169454635653
1.0: 0.9988648891448975: 29.804680205755734
1.0: 0.008797330781817436: 15.348664923914274
1.0: 0.08079377561807632: 11.232646561190116
1.0: 0.15020544826984406: 30.74689739267739
1.0: 0.017848588526248932: 27.918660039773368
1.0: 0.10061262547969818: 17.305214498618277
1.0: 0.24468328058719635: 20.378355812989575
1.0: 0.5360133051872253: 19.242357253378774
0.0: 0.5413433313369751: 22.959183064506988
0.0: 0.054636746644973755: 10.512586060979249
0.0: 0.054068926721811295: 45.011267872919866
0.0: 0.3370111286640167: 31.223868368012962
0.0: 0.1655418872833252: 23.174509862936254
0.0: 0.11005885154008865: 24.435037492031288
0.0: 0.3302956819534302: 13.028201325190649
0.0: 0.004085705615580082: 26.785319475380877
0.0: 0.10747404396533966: 70.15826010894729
0.0: 0.0036584294866770506: 47.65868557237155
0.0: 0.25778698921203613: 16.61148370688392
0.0: 0.03392674773931503: 13.504992347561783
0.0: 0.2673821449279785: 9.469331236442507
0.0: 0.14978834986686707: 36.2327524886686
0.0: 0.2756323516368866: 39.388530124787785
0.0: 0.17957377433776855: 23.590270652281237
0.0: 0.0159084964543581: 81.07915049456669
0.0: 0.014422636479139328: 15.115757904065815
0.0: 0.11928988993167877: 8.293951355560305
0.0: 0.09152457118034363: 43.218684269965536
0.0: 0.05460066720843315: 16.055676516615545
0.0: 0.4131242334842682: 24.185258605920996
0.0: 0.11260979622602463: 15.681130004520679
0.0: 0.17564484477043152: 45.17173497563836
0.0: 0.10926433652639389: 31.69194198653183
0.0: 0.06647209823131561: 12.387314205148805
0.0: 0.4489365816116333: 16.515216432494068
0.0: 0.12013775110244751: 17.81694480841038
0.0: 0.06141553074121475: 26.98027103946957
0.0: 0.10651985555887222: 14.976360760324404
0.0: 0.04302611202001572: 34.33374244023006
0.0: 0.22169587016105652: 22.660391249406292
0.0: 0.42470425367355347: 21.127789624651786
0.0: 0.08755163103342056: 12.680243104788115
0.0: 0.08057542145252228: 23.984051576844244
0.0: 0.39126962423324585: 10.361063411054095
0.0: 0.17308665812015533: 37.75388845697098
0.0: 0.06829436868429184: 9.870399037415833
0.0: 0.0556969940662384: 8.949366163759201
0.0: 0.025959203019738197: 21.800750218426565
0.0: 0.13299605250358582: 26.551478267762324
0.0: 0.002407561056315899: 9.836106363063276
