Folder 0
1.0: 0.243133082985878: 20.510009531025347
1.0: 0.9950597286224365: 53.508565956832115
1.0: 0.8800417184829712: 43.465369961883894
1.0: 0.4825277626514435: 32.058469778814036
1.0: 0.19813890755176544: 15.153844136037044
1.0: 0.5697225332260132: 31.06393044452712
1.0: 0.15862885117530823: 2.0284636255063444
1.0: 0.5462483167648315: 15.156385073691311
1.0: 0.9853330254554749: 27.6690576895448
1.0: 0.20206999778747559: 21.052273530154075
1.0: 0.7603678107261658: 39.620792302188406
1.0: 0.22104956209659576: 20.987179473536006
1.0: 0.3467960059642792: 17.683331131470567
1.0: 0.07026281952857971: 1.782380445469445
1.0: 0.8411300778388977: 19.675338646357023
1.0: 0.9809803366661072: 30.45833532910057
1.0: 0.49976205825805664: 47.547280352185574
1.0: 0.5191423892974854: 12.207061689764846
1.0: 0.7298600673675537: 30.493918940576226
1.0: 0.7353528141975403: 56.69950749421908
1.0: 0.22982628643512726: 6.209548446163072
1.0: 0.5926288366317749: 23.03292141970841
1.0: 0.5542049407958984: 28.56371582299865
1.0: 0.7898053526878357: 33.288594669797035
Folder 1
0.0: 0.056649040430784225: 12.244487316362697
0.0: 0.16027449071407318: 24.254904507168867
0.0: 0.06892896443605423: 54.25473939675253
0.0: 0.2522261142730713: 10.938990034240836
0.0: 0.18727754056453705: 31.91612424052398
0.0: 0.13162244856357574: 20.317823282479264
0.0: 0.21097815036773682: 29.12437467271384
0.0: 0.12450672686100006: 14.25868900587858
0.0: 0.09793048352003098: 52.062493867727405
0.0: 0.04798327758908272: 51.33553006108612
0.0: 0.16758492588996887: 8.873194998569602
0.0: 0.12672364711761475: 14.714801094046482
0.0: 0.09140630066394806: 13.331333788897517
0.0: 0.2522014379501343: 16.54732277476767
0.0: 0.25564178824424744: 9.867751877889695
0.0: 0.1856088489294052: 25.217826084097872
0.0: 0.07685863226652145: 11.007169962654636
0.0: 0.1332753598690033: 15.748928926396855
0.0: 0.018588585779070854: 12.936316147056436
0.0: 0.013492804020643234: 15.038273902210369
0.0: 0.12980759143829346: 27.1174803255972
0.0: 0.11756788939237595: 49.960998630401534
0.0: 0.1282413750886917: 8.5660891643503
0.0: 0.0659501925110817: 26.51378539275792
0.0: 0.18880176544189453: 26.432196172038136
0.0: 0.14386650919914246: 37.65287194020997
0.0: 0.05042557790875435: 13.58509947556884
0.0: 0.16687241196632385: 34.98611206370828
0.0: 0.017290741205215454: 5.458166769129982
0.0: 0.0788467526435852: 28.23470207026177
0.0: 0.12161092460155487: 19.511076024478296
0.0: 0.07615005970001221: 11.78646771585706
0.0: 0.04083960875868797: 39.829547519051104
0.0: 0.0770677775144577: 17.71840759078804
0.0: 0.0435490719974041: 19.962712388878952
0.0: 0.16378755867481232: 27.82273441889159
0.0: 0.0464291013777256: 3.886591514536071
0.0: 0.3907589316368103: 15.43314752873532
0.0: 0.10118767619132996: 6.691191476911025
0.0: 0.15186825394630432: 19.447266831920192
0.0: 0.045245904475450516: 24.65842500159729
0.0: 0.03318706899881363: 22.573988866486626
0.0: 0.07139014452695847: 5.275415904770624
0.0: 0.12021802365779877: 11.006939224099202
0.0: 0.03341522067785263: 22.55472763724975
0.0: 0.03743714839220047: 25.05194863800986
0.0: 0.11151359975337982: 59.95663986524032
0.0: 0.12702742218971252: 29.388972134612953
0.0: 0.04693222418427467: 12.845975139995096
0.0: 0.19484804570674896: 6.999036462370071
0.0: 0.04368922859430313: 16.045398365233915
0.0: 0.13591620326042175: 25.060512603675793
0.0: 0.0976981595158577: 16.894784557366652
0.0: 0.03250791132450104: 46.976074668656956
0.0: 0.12859947979450226: 19.940086583637616
0.0: 0.112144835293293: 31.789774284031953
0.0: 0.11973190307617188: 16.489385658561428
0.0: 0.17185381054878235: 25.985659909124827
0.0: 0.16636092960834503: 18.20505593055476
0.0: 0.05933370068669319: 26.37993744813781
0.0: 0.3496234714984894: 40.218880052398156
0.0: 0.18812325596809387: 44.152887544932376
0.0: 0.0938454195857048: 14.121044775731788
0.0: 0.14519202709197998: 48.04808998936801
0.0: 0.24588452279567719: 28.6920996599195
0.0: 0.06389452517032623: 21.72387695759031
0.0: 0.11987176537513733: 19.56437854304585
0.0: 0.10091236233711243: 22.273146465297195
0.0: 0.020847713574767113: 16.089917709496483
0.0: 0.3728700578212738: 70.919306012211
0.0: 0.0036048186011612415: 57.532074598819214
0.0: 0.154452845454216: 13.553136238496812
0.0: 0.07548916339874268: 36.791484490155355
0.0: 0.14489565789699554: 27.826158169578754
0.0: 0.06273896992206573: 74.4945774329005
0.0: 0.046352799981832504: 26.029627229621855
0.0: 0.08929572254419327: 12.960558262905364
0.0: 0.14968839287757874: 16.839664506035664
0.0: 0.08833927661180496: 13.205364422503074
0.0: 0.08040992170572281: 20.09907094958604
0.0: 0.11147118359804153: 26.081197215483336
0.0: 0.08108392357826233: 43.199014244138965
0.0: 0.23113694787025452: 12.206640083758526
0.0: 0.365960955619812: 10.455507304644726
0.0: 0.14981603622436523: 66.4959259368676
0.0: 0.08717818558216095: 15.701337166744034
0.0: 0.14549294114112854: 18.89601254029318
0.0: 0.17908520996570587: 17.403850724781208
0.0: 0.06361068040132523: 32.70899854792496
0.0: 0.20549973845481873: 25.610529015194622
0.0: 0.09572857618331909: 59.13748508530619
0.0: 0.08395292609930038: 8.523756689817747
0.0: 0.07256115972995758: 12.580247157999265
0.0: 0.10483849048614502: 19.75828331953993
0.0: 0.08481898158788681: 17.600036133189843
0.0: 0.14203046262264252: 19.47046999384645
0.0: 0.2547897696495056: 18.764931370614605
0.0: 0.03760290518403053: 17.938175566117888
0.0: 0.2261621206998825: 17.463444298949426
0.0: 0.03272433951497078: 10.605704564939852
1.0: 0.2704021632671356: 12.244487316362697
1.0: 0.8047841191291809: 24.254904507168867
1.0: 0.9600013494491577: 54.25473939675253
1.0: 0.2517869472503662: 10.938990034240836
1.0: 0.8921183943748474: 31.91612424052398
1.0: 0.39260900020599365: 20.317823282479264
1.0: 0.9650235176086426: 29.12437467271384
1.0: 0.17415961623191833: 14.25868900587858
1.0: 0.9925780892372131: 52.062493867727405
1.0: 0.9528082609176636: 51.33553006108612
1.0: 0.23167017102241516: 8.873194998569602
1.0: 0.3299335539340973: 14.714801094046482
1.0: 0.766343891620636: 13.331333788897517
1.0: 0.6778755187988281: 16.54732277476767
1.0: 0.14546823501586914: 9.867751877889695
1.0: 0.275314599275589: 25.217826084097872
1.0: 0.5891876816749573: 11.007169962654636
1.0: 0.6376531720161438: 15.748928926396855
1.0: 0.22674889862537384: 12.936316147056436
1.0: 0.8350747227668762: 15.038273902210369
1.0: 0.8537899255752563: 27.1174803255972
1.0: 0.8797286152839661: 49.960998630401534
1.0: 0.19074372947216034: 8.5660891643503
1.0: 0.7481125593185425: 26.51378539275792
1.0: 0.9263083934783936: 26.432196172038136
1.0: 0.8224301934242249: 37.65287194020997
1.0: 0.0794292539358139: 13.58509947556884
1.0: 0.950249195098877: 34.98611206370828
1.0: 0.17108578979969025: 5.458166769129982
1.0: 0.6998048424720764: 28.23470207026177
1.0: 0.8466035723686218: 19.511076024478296
1.0: 0.341921329498291: 11.78646771585706
1.0: 0.9584428668022156: 39.829547519051104
1.0: 0.43496373295783997: 17.71840759078804
1.0: 0.4277925491333008: 19.962712388878952
1.0: 0.9513452053070068: 27.82273441889159
1.0: 0.1586923897266388: 3.886591514536071
1.0: 0.5416908860206604: 15.43314752873532
1.0: 0.06592085212469101: 6.691191476911025
1.0: 0.5546044707298279: 19.447266831920192
1.0: 0.37403422594070435: 24.65842500159729
1.0: 0.9586106538772583: 22.573988866486626
1.0: 0.15255720913410187: 5.275415904770624
1.0: 0.1761232614517212: 11.006939224099202
1.0: 0.7012686729431152: 22.55472763724975
1.0: 0.8828175067901611: 25.05194863800986
1.0: 0.9468716979026794: 59.95663986524032
1.0: 0.8912481069564819: 29.388972134612953
1.0: 0.2636449635028839: 12.845975139995096
1.0: 0.14086782932281494: 6.999036462370071
1.0: 0.5362186431884766: 16.045398365233915
1.0: 0.8898786306381226: 25.060512603675793
1.0: 0.5227199196815491: 16.894784557366652
1.0: 0.9743351936340332: 46.976074668656956
1.0: 0.7128517627716064: 19.940086583637616
1.0: 0.5294041037559509: 31.789774284031953
1.0: 0.25478440523147583: 16.489385658561428
1.0: 0.40207305550575256: 25.985659909124827
1.0: 0.2867906093597412: 18.20505593055476
1.0: 0.7406458854675293: 26.37993744813781
1.0: 0.8233042359352112: 40.218880052398156
1.0: 0.806397557258606: 44.152887544932376
1.0: 0.45593196153640747: 14.121044775731788
1.0: 0.9087970852851868: 48.04808998936801
1.0: 0.9482102990150452: 28.6920996599195
1.0: 0.23375190794467926: 21.72387695759031
1.0: 0.8969770073890686: 19.56437854304585
1.0: 0.6360335946083069: 22.273146465297195
1.0: 0.4882439970970154: 16.089917709496483
1.0: 0.8762755990028381: 70.919306012211
1.0: 0.9092970490455627: 57.532074598819214
1.0: 0.15128955245018005: 13.553136238496812
1.0: 0.9262108206748962: 36.791484490155355
1.0: 0.8627508878707886: 27.826158169578754
1.0: 0.8991574048995972: 74.4945774329005
1.0: 0.9809678196907043: 26.029627229621855
1.0: 0.5565312504768372: 12.960558262905364
1.0: 0.27807095646858215: 16.839664506035664
1.0: 0.12385113537311554: 13.205364422503074
1.0: 0.1434502750635147: 20.09907094958604
1.0: 0.1470976024866104: 26.081197215483336
1.0: 0.9046705961227417: 43.199014244138965
1.0: 0.08190014958381653: 12.206640083758526
1.0: 0.296767920255661: 10.455507304644726
1.0: 0.9496291279792786: 66.4959259368676
1.0: 0.1522786170244217: 15.701337166744034
1.0: 0.13316577672958374: 18.89601254029318
1.0: 0.5422004461288452: 17.403850724781208
1.0: 0.9492840766906738: 32.70899854792496
1.0: 0.9312006831169128: 25.610529015194622
1.0: 0.8688271641731262: 59.13748508530619
1.0: 0.01983719877898693: 8.523756689817747
1.0: 0.6789902448654175: 12.580247157999265
1.0: 0.8461613059043884: 19.75828331953993
1.0: 0.35895323753356934: 17.600036133189843
1.0: 0.3286389112472534: 19.47046999384645
1.0: 0.5088809132575989: 18.764931370614605
1.0: 0.4247342348098755: 17.938175566117888
1.0: 0.7905348539352417: 17.463444298949426
1.0: 0.3158428966999054: 10.605704564939852
0.0: 0.179925799369812: 31.09903150058539
0.0: 0.04698542132973671: 16.043702845646717
0.0: 0.08895529061555862: 22.58370130576854
0.0: 0.04330218583345413: 16.99004289324461
0.0: 0.21687237918376923: 26.912507876497386
0.0: 0.01986047439277172: 14.603548647164777
0.0: 0.037289876490831375: 7.359238620909517
0.0: 0.07770625501871109: 39.50316861787591
0.0: 0.15006104111671448: 14.969692564154911
0.0: 0.334341824054718: 11.367187093434596
0.0: 0.12738531827926636: 24.54999208158688
0.0: 0.2083875983953476: 20.504204467064536
0.0: 0.1484556794166565: 9.287734910310256
0.0: 0.15552766621112823: 37.55813162499693
0.0: 0.06973006576299667: 16.827904882708108
0.0: 0.03761269524693489: 20.590580669113532
0.0: 0.38614070415496826: 39.18775303919329
0.0: 0.16800527274608612: 26.71789334620329
0.0: 0.018357887864112854: 13.693111878607846
0.0: 0.024873143061995506: 23.148960844691416
0.0: 0.02883918769657612: 22.41487651570378
0.0: 0.12550966441631317: 28.703933054312948
0.0: 0.6715222001075745: 47.101745886306745
0.0: 0.09732410311698914: 6.078406093425577
0.0: 0.19985276460647583: 8.967367738303134
0.0: 0.24336741864681244: 22.5794888688609
0.0: 0.39578965306282043: 13.441996222544661
0.0: 0.1142173483967781: 13.95476041080576
0.0: 0.14275822043418884: 12.847643097878894
0.0: 0.09471722692251205: 46.597924692672386
0.0: 0.04628120735287666: 28.251693055244694
0.0: 0.3798641562461853: 79.9339011642748
0.0: 0.3423495590686798: 25.91129829109261
0.0: 0.10098259150981903: 28.278330645321695
0.0: 0.46760228276252747: 21.84867267696579
0.0: 0.13900220394134521: 13.152948189893776
0.0: 0.052065566182136536: 24.991963158463545
0.0: 0.04044325277209282: 24.16333606725952
0.0: 0.1788342297077179: 9.833269192527762
0.0: 0.05739018693566322: 6.770874464904133
0.0: 0.08289361000061035: 4.40312153675702
0.0: 0.5877582430839539: 11.422227785423772
0.0: 0.33512526750564575: 5.679588840544637
0.0: 0.1505768597126007: 20.86014753065016
0.0: 0.0495014525949955: 13.608508769183887
0.0: 0.044780708849430084: 11.794971351939086
0.0: 0.07137124240398407: 48.52157880926697
0.0: 0.17756088078022003: 34.40258186151886
0.0: 0.022908447310328484: 22.55642241075714
0.0: 0.13872945308685303: 20.456879025120198
0.0: 0.10920889675617218: 51.26999524809114
0.0: 0.41757437586784363: 10.642810778225092
0.0: 0.12488209456205368: 17.1737841960645
0.0: 0.21582505106925964: 29.924853721246716
0.0: 0.10782980173826218: 18.067054821009172
0.0: 0.11154460906982422: 7.3283510080100305
0.0: 0.06451642513275146: 10.970818914736713
0.0: 0.12649142742156982: 17.816777102566938
0.0: 0.09007212519645691: 20.49233994168168
0.0: 0.21689915657043457: 23.195323834180684
0.0: 0.21026542782783508: 27.258027731745795
0.0: 0.11029630899429321: 32.10364212580275
0.0: 0.12563948333263397: 12.888452003478939
0.0: 0.19853785634040833: 60.565018594801295
0.0: 0.09769543260335922: 18.578005241535344
0.0: 0.33651304244995117: 20.280867248268088
0.0: 0.14013120532035828: 23.96563761312835
0.0: 0.19465981423854828: 12.102948813582936
0.0: 0.0942317545413971: 34.98543464282772
0.0: 0.2856433391571045: 36.10483538225839
0.0: 0.34079283475875854: 23.359542132506032
0.0: 0.09897604584693909: 8.05309006869652
0.0: 0.21287721395492554: 10.929011793512966
0.0: 0.12314768880605698: 10.244673257648733
0.0: 0.19977957010269165: 10.992192468913313
0.0: 0.08078315109014511: 27.86460088432371
0.0: 0.13364945352077484: 10.351984647264038
0.0: 0.031830377876758575: 16.848564999370975
0.0: 0.15831516683101654: 24.625253537856523
0.0: 0.1815037876367569: 10.288842431546119
0.0: 0.3026275336742401: 16.190698695897623
0.0: 0.1389479637145996: 12.441899761599224
0.0: 0.05614972859621048: 21.11209853024853
0.0: 0.055002931505441666: 16.44042563750936
0.0: 0.12356436997652054: 30.36467692211944
0.0: 0.30109527707099915: 42.08839383410896
0.0: 0.17461898922920227: 15.2375429497524
0.0: 0.2939166724681854: 35.207179031812394
0.0: 0.1495019942522049: 53.124344178332244
0.0: 0.15446379780769348: 54.988476504913386
0.0: 0.5222766399383545: 13.209817698952227
0.0: 0.05733001232147217: 38.01778172551628
0.0: 0.17251354455947876: 14.734254357435482
0.0: 0.05539651960134506: 20.11698283495376
0.0: 0.029690969735383987: 24.680328474389736
0.0: 0.14580483734607697: 30.21958197396952
0.0: 0.015991225838661194: 22.301521703101287
0.0: 0.11796937882900238: 37.587056932817305
0.0: 0.21682026982307434: 55.04727808029807
0.0: 0.020178809762001038: 41.89125668524861
1.0: 0.9581948518753052: 31.09903150058539
1.0: 0.5167542695999146: 16.043702845646717
1.0: 0.9714637398719788: 22.58370130576854
1.0: 0.48486024141311646: 16.99004289324461
1.0: 0.9686145782470703: 26.912507876497386
1.0: 0.3637309968471527: 14.603548647164777
1.0: 0.14188545942306519: 7.359238620909517
1.0: 0.8163882493972778: 39.50316861787591
1.0: 0.13843290507793427: 14.969692564154911
1.0: 0.13518743216991425: 11.367187093434596
1.0: 0.359640508890152: 24.54999208158688
1.0: 0.9635669589042664: 20.504204467064536
1.0: 0.08833209425210953: 9.287734910310256
1.0: 0.880544900894165: 37.55813162499693
1.0: 0.8528454899787903: 16.827904882708108
1.0: 0.3794211447238922: 20.590580669113532
1.0: 0.3866979777812958: 39.18775303919329
1.0: 0.7868748307228088: 26.71789334620329
1.0: 0.32422998547554016: 13.693111878607846
1.0: 0.8811137080192566: 23.148960844691416
1.0: 0.8811475038528442: 22.41487651570378
1.0: 0.752834141254425: 28.703933054312948
1.0: 0.8821310997009277: 47.101745886306745
1.0: 0.13441911339759827: 6.078406093425577
1.0: 0.2854255139827728: 8.967367738303134
1.0: 0.8411043882369995: 22.5794888688609
1.0: 0.40622949600219727: 13.441996222544661
1.0: 0.2968694269657135: 13.95476041080576
1.0: 0.1723145693540573: 12.847643097878894
1.0: 0.34168002009391785: 46.597924692672386
1.0: 0.836089015007019: 28.251693055244694
1.0: 0.9999700784683228: 79.9339011642748
1.0: 0.9187748432159424: 25.91129829109261
1.0: 0.8912531137466431: 28.278330645321695
1.0: 0.7377114295959473: 21.84867267696579
1.0: 0.2635398507118225: 13.152948189893776
1.0: 0.902021586894989: 24.991963158463545
1.0: 0.7142029404640198: 24.16333606725952
1.0: 0.3624197542667389: 9.833269192527762
1.0: 0.20124094188213348: 6.770874464904133
1.0: 0.05221114680171013: 4.40312153675702
1.0: 0.1871407926082611: 11.422227785423772
1.0: 0.11707447469234467: 5.679588840544637
1.0: 0.24245229363441467: 20.86014753065016
1.0: 0.04469868540763855: 13.608508769183887
1.0: 0.17818503081798553: 11.794971351939086
1.0: 0.9109856486320496: 48.52157880926697
1.0: 0.8966981172561646: 34.40258186151886
1.0: 0.6962466239929199: 22.55642241075714
1.0: 0.14889083802700043: 20.456879025120198
1.0: 0.9154545068740845: 51.26999524809114
1.0: 0.33364567160606384: 10.642810778225092
1.0: 0.6702958941459656: 17.1737841960645
1.0: 0.9645375609397888: 29.924853721246716
1.0: 0.543133556842804: 18.067054821009172
1.0: 0.20200444757938385: 7.3283510080100305
1.0: 0.2462625354528427: 10.970818914736713
1.0: 0.6538470983505249: 17.816777102566938
1.0: 0.8272180557250977: 20.49233994168168
1.0: 0.2367914766073227: 23.195323834180684
1.0: 0.582202672958374: 27.258027731745795
1.0: 0.945758044719696: 32.10364212580275
1.0: 0.8456540107727051: 12.888452003478939
1.0: 0.8787602186203003: 60.565018594801295
1.0: 0.8968346118927002: 18.578005241535344
1.0: 0.41695478558540344: 20.280867248268088
1.0: 0.258387953042984: 23.96563761312835
1.0: 0.1462792456150055: 12.102948813582936
1.0: 0.9929651021957397: 34.98543464282772
1.0: 0.9782940149307251: 36.10483538225839
1.0: 0.37537404894828796: 23.359542132506032
1.0: 0.23398874700069427: 8.05309006869652
1.0: 0.05573275312781334: 10.929011793512966
1.0: 0.1539507806301117: 10.244673257648733
1.0: 0.44413092732429504: 10.992192468913313
1.0: 0.7731682062149048: 27.86460088432371
1.0: 0.2602521479129791: 10.351984647264038
1.0: 0.7551438212394714: 16.848564999370975
1.0: 0.9544600248336792: 24.625253537856523
1.0: 0.2069205790758133: 10.288842431546119
1.0: 0.203379288315773: 16.190698695897623
1.0: 0.35810592770576477: 12.441899761599224
1.0: 0.6932780742645264: 21.11209853024853
1.0: 0.731772243976593: 16.44042563750936
1.0: 0.9460160136222839: 30.36467692211944
1.0: 0.9631330966949463: 42.08839383410896
1.0: 0.20682254433631897: 15.2375429497524
1.0: 0.314288467168808: 35.207179031812394
1.0: 0.8411335349082947: 53.124344178332244
1.0: 0.9892433881759644: 54.988476504913386
1.0: 0.15141282975673676: 13.209817698952227
1.0: 0.8947474360466003: 38.01778172551628
1.0: 0.1887517124414444: 14.734254357435482
1.0: 0.5084758400917053: 20.11698283495376
1.0: 0.23117022216320038: 24.680328474389736
1.0: 0.41617491841316223: 30.21958197396952
1.0: 0.8858357667922974: 22.301521703101287
1.0: 0.8866016268730164: 37.587056932817305
1.0: 0.820067822933197: 55.04727808029807
1.0: 0.9261738061904907: 41.89125668524861
0.0: 0.1838826984167099: 48.758872969183464
0.0: 0.158103808760643: 22.334725205886198
0.0: 0.07555077970027924: 9.112727872075585
0.0: 0.07578951865434647: 10.887594225861898
0.0: 0.16537657380104065: 36.85559996310103
0.0: 0.04784075915813446: 36.96502627662001
0.0: 0.0673769935965538: 13.465768988491956
0.0: 0.4363780617713928: 52.44564505467636
0.0: 0.20288372039794922: 30.179799732497287
0.0: 0.06156918406486511: 26.65683939556155
0.0: 0.18601930141448975: 28.49378739177445
0.0: 0.16473126411437988: 14.511202695433823
0.0: 0.13822399079799652: 19.5784491917815
0.0: 0.12407700717449188: 11.263237414964404
0.0: 0.06375759094953537: 20.403115338447982
0.0: 0.04666880890727043: 18.67291945502948
0.0: 0.14171840250492096: 9.874850506389123
0.0: 0.32541489601135254: 33.03312800230707
0.0: 0.11844921112060547: 21.31023144592152
0.0: 0.11599425226449966: 52.72837646438164
0.0: 0.10345470905303955: 25.428877154920148
0.0: 0.14240972697734833: 17.499489224351688
0.0: 0.22913378477096558: 50.3164196088836
0.0: 0.176131471991539: 23.86494141744488
0.0: 0.11377575248479843: 92.04936593491163
0.0: 0.04571624472737312: 18.507284170376074
0.0: 0.1697719842195511: 24.69683338530955
0.0: 0.09489516168832779: 22.42802667596655
0.0: 0.134758859872818: 31.133767866129666
0.0: 0.0600222647190094: 10.23228186524314
0.0: 0.14493714272975922: 21.59450589825878
0.0: 0.03944145515561104: 27.20343485843437
0.0: 0.042111631482839584: 16.40252931594065
0.0: 0.11575879156589508: 18.659664561829565
0.0: 0.13459287583827972: 14.862400129926677
0.0: 0.044028446078300476: 49.4290004670293
0.0: 0.33602800965309143: 12.129502350565614
0.0: 0.19708600640296936: 36.5884003818399
0.0: 0.11568573862314224: 15.680549311858721
0.0: 0.5174626708030701: 35.03264502812191
0.0: 0.15417222678661346: 17.06663230238328
0.0: 0.11652826517820358: 50.24617062903877
0.0: 0.15121853351593018: 15.859523578438607
0.0: 0.2078404724597931: 30.590036544907637
0.0: 0.0796046331524849: 24.486864313942966
0.0: 0.08537939190864563: 73.94662073146988
0.0: 0.199413001537323: 35.58812848428249
0.0: 0.08578243106603622: 11.066165812690649
0.0: 0.0563703253865242: 21.649849941586155
0.0: 0.12931451201438904: 19.208490088275983
0.0: 0.12038232386112213: 13.598962695880616
0.0: 0.1341158002614975: 7.821425755817767
0.0: 0.10725689679384232: 32.581466719525764
0.0: 0.15796898305416107: 14.894576053285865
0.0: 0.09066552668809891: 64.14171830216753
0.0: 0.3688396215438843: 37.66035883356509
0.0: 0.16938026249408722: 18.198115727844428
0.0: 0.15662917494773865: 50.46597082012244
0.0: 0.08415785431861877: 46.92144748791654
0.0: 0.07267320156097412: 31.04763604859157
0.0: 0.09149916470050812: 18.282083579020806
0.0: 0.18754826486110687: 11.954310018289167
0.0: 0.08319316804409027: 9.4767754435139
0.0: 0.14180205762386322: 18.43450062682119
0.0: 0.16949716210365295: 14.851567165322194
0.0: 0.17615719139575958: 48.35092514240414
0.0: 0.06883421540260315: 16.4725474059423
0.0: 0.01833309605717659: 18.269477227636187
0.0: 0.1776285171508789: 29.875747760836248
0.0: 0.05701512470841408: 2.2686374374153124
0.0: 0.31319624185562134: 56.53935009471777
0.0: 0.13241995871067047: 9.300647594403474
0.0: 0.05138563737273216: 18.343154582484452
0.0: 0.09696915000677109: 11.95758946558836
0.0: 0.14697033166885376: 20.053907358348667
0.0: 0.1067562848329544: 7.558466894946987
0.0: 0.031132278963923454: 8.644640263816504
0.0: 0.08642048388719559: 17.563373163785855
0.0: 0.19370053708553314: 20.484122390769123
0.0: 0.01657683029770851: 42.02690459500015
0.0: 0.08251464366912842: 21.839951921313414
0.0: 0.1083090528845787: 11.524543487826623
0.0: 0.029514066874980927: 22.115083680798534
0.0: 0.15380407869815826: 13.3393171860707
0.0: 0.02935772016644478: 29.456667985405048
0.0: 0.07761684060096741: 29.315791770360256
0.0: 0.11181803792715073: 22.84581301469755
0.0: 0.18745261430740356: 9.884311105044304
0.0: 0.31015217304229736: 29.83738549735736
0.0: 0.060444410890340805: 47.961213396892845
0.0: 0.12289008498191833: 21.508860736402568
0.0: 0.1461782157421112: 36.663377329548624
0.0: 0.12100288271903992: 27.16326918455206
0.0: 0.025270365178585052: 39.70230629322467
0.0: 0.15097981691360474: 23.47354120833099
0.0: 0.10553210973739624: 26.83104467268517
0.0: 0.1698806881904602: 19.94080466608563
0.0: 0.13512420654296875: 19.437273303637475
0.0: 0.2802477180957794: 9.709092481866103
0.0: 0.11351782828569412: 22.943277003324905
1.0: 0.9473421573638916: 48.758872969183464
1.0: 0.11778879910707474: 22.334725205886198
1.0: 0.10091971606016159: 9.112727872075585
1.0: 0.037152744829654694: 10.887594225861898
1.0: 0.9527981281280518: 36.85559996310103
1.0: 0.9346984028816223: 36.96502627662001
1.0: 0.6800455451011658: 13.465768988491956
1.0: 0.9698712825775146: 52.44564505467636
1.0: 0.9265581369400024: 30.179799732497287
1.0: 0.9665609002113342: 26.65683939556155
1.0: 0.9948833584785461: 28.49378739177445
1.0: 0.0891769751906395: 14.511202695433823
1.0: 0.425946444272995: 19.5784491917815
1.0: 0.5050387382507324: 11.263237414964404
1.0: 0.8752540349960327: 20.403115338447982
1.0: 0.18099723756313324: 18.67291945502948
1.0: 0.3975006937980652: 9.874850506389123
1.0: 0.7969989776611328: 33.03312800230707
1.0: 0.7011534571647644: 21.31023144592152
1.0: 0.9024670124053955: 52.72837646438164
1.0: 0.33504730463027954: 25.428877154920148
1.0: 0.013918174430727959: 17.499489224351688
1.0: 0.7875291109085083: 50.3164196088836
1.0: 0.38277047872543335: 23.86494141744488
1.0: 0.9460874199867249: 92.04936593491163
1.0: 0.2883337736129761: 18.507284170376074
1.0: 0.8537052869796753: 24.69683338530955
1.0: 0.5113213062286377: 22.42802667596655
1.0: 0.9530911445617676: 31.133767866129666
1.0: 0.403960645198822: 10.23228186524314
1.0: 0.9791891574859619: 21.59450589825878
1.0: 0.37256598472595215: 27.20343485843437
1.0: 0.11848233640193939: 16.40252931594065
1.0: 0.44925495982170105: 18.659664561829565
1.0: 0.9314869046211243: 14.862400129926677
1.0: 0.9904909133911133: 49.4290004670293
1.0: 0.43108928203582764: 12.129502350565614
1.0: 0.8562189936637878: 36.5884003818399
1.0: 0.14865317940711975: 15.680549311858721
1.0: 0.7048792243003845: 35.03264502812191
1.0: 0.20670625567436218: 17.06663230238328
1.0: 0.9592553973197937: 50.24617062903877
1.0: 0.7615891695022583: 15.859523578438607
1.0: 0.9738081097602844: 30.590036544907637
1.0: 0.6093085408210754: 24.486864313942966
1.0: 0.983937680721283: 73.94662073146988
1.0: 0.9429740905761719: 35.58812848428249
1.0: 0.3632810413837433: 11.066165812690649
1.0: 0.6083774566650391: 21.649849941586155
1.0: 0.7661807537078857: 19.208490088275983
1.0: 0.2517837882041931: 13.598962695880616
1.0: 0.08516775071620941: 7.821425755817767
1.0: 0.8155381083488464: 32.581466719525764
1.0: 0.06659799069166183: 14.894576053285865
1.0: 0.9566048979759216: 64.14171830216753
1.0: 0.9206856489181519: 37.66035883356509
1.0: 0.6194853782653809: 18.198115727844428
1.0: 0.9128454923629761: 50.46597082012244
1.0: 0.9032341837882996: 46.92144748791654
1.0: 0.9925129413604736: 31.04763604859157
1.0: 0.4128168821334839: 18.282083579020806
1.0: 0.05201341584324837: 11.954310018289167
1.0: 0.16746222972869873: 9.4767754435139
1.0: 0.07634542137384415: 18.43450062682119
1.0: 0.7468574047088623: 14.851567165322194
1.0: 0.8551809191703796: 48.35092514240414
1.0: 0.4611950218677521: 16.4725474059423
1.0: 0.40769776701927185: 18.269477227636187
1.0: 0.8131560683250427: 29.875747760836248
1.0: 0.23311713337898254: 2.2686374374153124
1.0: 0.952393651008606: 56.53935009471777
1.0: 0.23279191553592682: 9.300647594403474
1.0: 0.2030063271522522: 18.343154582484452
1.0: 0.6784471869468689: 11.95758946558836
1.0: 0.4486927390098572: 20.053907358348667
1.0: 0.065559022128582: 7.558466894946987
1.0: 0.4183942973613739: 8.644640263816504
1.0: 0.31258654594421387: 17.563373163785855
1.0: 0.14306792616844177: 20.484122390769123
1.0: 0.6838183403015137: 42.02690459500015
1.0: 0.6972866654396057: 21.839951921313414
1.0: 0.6364325284957886: 11.524543487826623
1.0: 0.647821843624115: 22.115083680798534
1.0: 0.8599720001220703: 13.3393171860707
1.0: 0.9531448483467102: 29.456667985405048
